Node,Topsis
0,0.37716999374301546
1,0.12423051447013013
2,0.12384407157221032
3,0.12423034938301157
4,0.12384408791212954
5,0.12400409839990317
6,0.12364464210105192
7,0.14243512755266047
8,0.12374246331177784
9,0.1273265789332875
10,0.12384408406071457
11,0.12341707313359698
12,0.12341707313359698
13,0.12514281425182075
14,0.12411507453756687
15,0.12341707313359698
16,0.12379279064074977
17,0.12400379774252433
18,0.12341707313359698
19,0.12417282469798858
20,0.12411509289848491
21,0.14619646044813583
22,0.12389644925043773
23,0.12423112291757767
24,0.12417207725971911
25,0.12854653834105448
26,0.1284349873193743
27,0.12359720348014082
28,0.12400379327911276
29,0.12400394885085152
30,0.12423031046469053
31,0.12459909146386652
32,0.12364463840961372
33,0.12346065380307068
34,0.1794386544826614
35,0.12346065380566315
36,0.12389632796027072
37,0.12341707313359698
38,0.1237928851694244
39,0.12411514241390241
40,0.12615739269962703
41,0.1246637229145116
42,0.12346065380307068
43,0.12341707313359698
44,0.12364463842145175
45,0.12394961108336121
46,0.12359719381129576
47,0.12346065383138995
48,0.1245353607164742
49,0.12355074222288966
50,0.12389640781862298
51,0.123693062362046
52,0.12346065380383821
53,0.12514420649183058
54,0.1237424771800966
55,0.12423013106942514
56,0.14755859455414683
57,0.12411522857135215
58,0.3262248956505332
59,0.12434911986849985
60,0.1237424486062354
61,0.12350521029241526
62,0.12479573737026996
63,0.12364464424639149
64,0.1476276966973522
65,0.12394966460172119
66,0.12411503574143747
67,0.1473115558715405
68,0.12379278150282279
69,0.12384410138094915
70,0.12346065380488583
71,0.12350520106981282
72,0.12466330055445202
73,0.12384415188703927
74,0.12341707313359698
75,0.1240589430786688
76,0.12350520141662202
77,0.12364467766656412
78,0.1237927592667876
79,0.12394956040038169
80,0.13336889693970036
81,0.12350521095999292
82,0.12536333775174233
83,0.123693062362046
84,0.1240039530140611
85,0.12405897087869755
86,0.12364463841513385
87,0.14199359550219912
88,0.12441060408396296
89,0.12374247164485834
90,0.12346065380331496
91,0.12374246331177784
92,0.12447184852818133
93,0.1237424358675731
94,0.12453487810701815
95,0.12364464764559505
96,0.12379288325021592
97,0.12350520721577313
98,0.12658754577261205
99,0.12400385913642979
100,0.12379284096785415
101,0.1243491212586879
102,0.123644638414105
103,0.14217705901207478
104,0.1252152987015843
105,0.124058957065346
106,0.12374248206014818
107,0.8658233459457928
108,0.12400379369092857
109,0.12559124294975238
110,0.12359719380264923
111,0.12405911458611622
112,0.12350520106991904
113,0.1258276698208632
114,0.12341707313359698
115,0.12447225168011876
116,0.12423025598546716
117,0.12364467523604984
118,0.12551423337280976
119,0.15199916718810366
120,0.14151110215520832
121,0.12394972191813498
122,0.14596578179841949
123,0.12428915520965372
124,0.1235507394506685
125,0.1415048419623308
126,0.12369307850898957
127,0.12417215810666464
128,0.1249317465867252
129,0.12369306465737971
130,0.12417245104358864
131,0.12369304787181612
132,0.12417236935859902
133,0.12428934977896003
134,0.12434912010826864
135,0.12384406038900864
136,0.1858499442163783
137,0.12417237679538369
138,0.12346065380676186
139,0.1237927614645523
140,0.12389633737116644
141,0.12493177070170536
142,0.1260725716070331
143,0.12394972313142955
144,0.12411511782659626
145,0.12346065380331496
146,0.14184209919734758
147,0.12364464210105192
148,0.12441027372339725
149,0.12405893831242995
150,0.1478628597480614
151,0.12369305301946444
152,0.12359722615396444
153,0.12346065407091637
154,0.12346065380407958
155,0.1235052072179031
156,0.14195745777674382
157,0.12350520721634638
158,0.12472942807645207
159,0.12405906348040692
160,0.12346065386617264
161,0.12472908651129058
162,0.12374243049847887
163,0.13237555205834478
164,0.12350520857422798
165,0.12389638570321765
166,0.13246540918498984
167,0.12369305465121319
168,0.12389638655242506
169,0.1437350658765948
170,0.12632686770230042
171,0.2612978249233962
172,0.1259088508277756
173,0.1615736412558225
174,0.12355072069296591
175,0.1242305837282119
176,0.12405893952035034
177,0.12389637054049675
178,0.12400395454716798
179,0.12350521028772171
180,0.1244100342871183
181,0.12384408791212954
182,0.12350520721422371
183,0.12346065388742274
184,0.12428926130781469
185,0.12479574559973887
186,0.12615649813050617
187,0.12417211849025846
188,0.1265000323119129
189,0.1476276966973522
190,0.12355074226967988
191,0.12350520127125744
192,0.12359724921432139
193,0.12359722150758568
194,0.12434906740795004
195,0.1237927592667876
196,0.12400389385076403
197,0.12417214339970026
198,0.15653307730764407
199,0.12641269952520534
200,0.1273261615651336
201,0.12355071454091886
202,0.1322751297569905
203,0.1273265811864941
204,0.12453496884516964
205,0.12346065380383821
206,0.12355073937885737
207,0.12350521078252305
208,0.1236930571801716
209,0.12341707313359698
210,0.12341707313359698
211,0.12507155425695976
212,0.12428921014755866
213,0.1438244659227476
214,0.1242303645859654
215,0.12341707313359698
216,0.1234606538046731
217,0.14768504349097997
218,0.1237927592667876
219,0.1236446753705933
220,0.12355071454834311
221,0.12374244453903825
222,0.12389641959265342
223,0.1248630331527895
224,0.12493182725824893
225,0.12384408206558019
226,0.12405892927082891
227,0.12411522964133088
228,0.12350520115344416
229,0.1236446817215745
230,0.1237929892919058
231,0.12447220137795478
232,0.12472889810795294
233,0.12346065380307068
234,0.123460654147423
235,0.12359721400883898
236,0.12559158167313095
237,0.123693062362046
238,0.12459854661036854
239,0.12752030878223808
240,0.12350521033306663
241,0.12346065380356405
242,0.12466354073859984
243,0.12374249222486333
244,0.12346065380307068
245,0.12359722151125038
246,0.14204979797080658
247,0.12350521471625078
248,0.12447208989823356
249,0.12466351579705226
250,0.12359720277552608
251,0.12405895235075214
252,0.12812226161705653
253,0.12350520721577313
254,0.12423010121282946
255,0.12346065380356405
